0;2
1;20
2;20
3;9
4;14
5;2
6;1
7;9
8;25
9;7
10;7
11;19
12;2
13;10
14;7
15;24
16;23
17;28
18;5
19;20
20;14
21;6
22;38
23;5
24;0
25;6
26;4
27;16
28;2
29;13
30;5
31;29
32;15
33;1
34;3
35;9
36;8
37;37
38;2
39;4
40;8
41;5
42;5
43;0
44;12
45;31
46;0
47;4
48;2
49;9
50;19
51;21
52;18
53;35
54;5
55;3
56;3
57;1
58;7
59;12
60;4
61;19
62;15
63;13
64;1
65;16
66;3
67;4
68;29
69;20
70;20
71;8
72;36
73;18
74;33
75;9
76;18
77;14
78;7
79;11
80;10
81;8
82;0
83;13
84;12
85;4
86;0
87;7
88;14
89;3
90;11
91;0
92;12
93;41
94;37
95;24
96;26
97;33
98;19
99;34
100;33
101;1
102;12
103;35
104;31
105;0
106;4
107;35
108;1
109;1
110;5
111;11
112;22
113;6
114;32
115;1
116;21
117;9
118;39
119;13
120;8
121;16
122;3
123;12
124;4
125;24
126;18
127;40
128;3
129;10
130;23
131;27
132;34
133;23
134;18
135;6
136;6
137;4
138;18
139;19
140;35
141;0
142;0
143;15
144;6
145;31
146;30
147;30
148;10
149;21
