0;1
1;1
2;1
3;10
4;3
5;5
6;2
7;2
8;6
9;7
10;7
11;4
12;1
13;11
14;2
15;18
16;3
17;1
18;8
19;13
20;2
21;8
22;9
23;3
24;2
25;4
26;2
27;12
28;1
29;4
30;3
31;13
32;14
33;3
34;5
35;6
36;22
37;15
38;6
39;5
40;7
41;16
42;3
43;5
44;4
45;17
46;18
47;11
48;16
49;19
50;10
51;5
52;11
53;6
54;12
55;14
56;8
57;16
58;2
59;20
60;8
61;7
62;9
63;18
64;5
65;11
66;6
67;19
68;15
69;7
70;17
71;4
72;19
73;14
74;12
75;9
76;6
77;10
78;13
79;21
80;13
81;22
82;8
83;3
84;20
85;8
86;5
87;20
88;14
89;1
90;15
91;8
92;15
93;9
94;1
95;5
96;2
97;12
98;21
99;16
100;17
101;16
102;17
103;13
104;18
105;10
106;3
107;19
108;10
109;9
110;22
111;19
112;11
113;1
114;6
115;20
116;20
117;11
118;8
119;21
120;1
121;1
122;2
123;3
124;2
125;4
126;4
127;16
128;22
129;2
130;7
131;7
132;9
133;17
134;21
135;12
136;10
137;9
138;4
139;13
140;22
141;18
142;14
143;3
144;23
145;18
146;19
147;12
148;6
149;14
